label,id,task,seed,request_index,latency_ms,http_status,model,input_tokens,output_tokens,error_type
Chat,drawer-open-v3-1,drawer-open-v3,1,21,2996.105,200,gpt-6-astra,5055,33,
Chat,drawer-open-v3-1,drawer-open-v3,1,22,2834.23,200,gpt-6-astra,5429,25,
Chat,drawer-open-v3-1,drawer-open-v3,1,23,3336.917,200,gpt-6-astra,5055,37,
Chat,drawer-open-v3-1,drawer-open-v3,1,24,2810.488,200,gpt-6-astra,5439,25,
Chat,drawer-open-v3-1,drawer-open-v3,1,25,21110.977,200,gpt-6-astra,5055,346,
Chat,drawer-open-v3-1,drawer-open-v3,1,26,29743.342,200,gpt-6-astra,5055,512,
Chat,door-open-v3-0,door-open-v3,0,0,3470.445,200,gpt-6-astra,802,30,
Chat,door-open-v3-0,door-open-v3,0,1,3202.217,200,gpt-6-astra,5284,25,
Chat,door-open-v3-0,door-open-v3,0,2,5188.509,200,gpt-6-astra,4955,32,
Chat,door-open-v3-0,door-open-v3,0,3,3353.224,200,gpt-6-astra,5321,25,
Chat,door-open-v3-0,door-open-v3,0,4,3533.969,200,gpt-6-astra,4992,42,
Chat,door-open-v3-0,door-open-v3,0,5,2979.719,200,gpt-6-astra,5353,25,
Chat,door-open-v3-0,door-open-v3,0,6,3200.694,200,gpt-6-astra,5024,33,
Chat,door-open-v3-0,door-open-v3,0,7,3165.482,200,gpt-6-astra,5390,25,
Chat,door-open-v3-0,door-open-v3,0,8,3130.658,200,gpt-6-astra,5061,32,
Chat,door-open-v3-0,door-open-v3,0,9,6390.416,200,gpt-6-astra,5425,25,
Chat,door-open-v3-0,door-open-v3,0,10,2943.82,200,gpt-6-astra,5059,39,
Chat,door-open-v3-0,door-open-v3,0,11,8942.9,200,gpt-6-astra,5420,25,
Chat,door-open-v3-0,door-open-v3,0,12,2724.988,200,gpt-6-astra,5054,33,
Chat,door-open-v3-0,door-open-v3,0,13,2833.666,200,gpt-6-astra,5420,25,
Chat,door-open-v3-0,door-open-v3,0,14,2858.523,200,gpt-6-astra,5059,34,
Chat,door-open-v3-0,door-open-v3,0,15,2975.459,200,gpt-6-astra,5423,25,
Chat,door-open-v3-0,door-open-v3,0,16,8793.731,200,gpt-6-astra,5058,39,
Chat,door-open-v3-0,door-open-v3,0,17,55493.298,200,gpt-6-astra,5429,25,
Chat,door-open-v3-0,door-open-v3,0,18,3619.965,200,gpt-6-astra,5058,39,
Chat,door-open-v3-0,door-open-v3,0,19,2343.34,200,gpt-6-astra,5424,25,
Chat,door-open-v3-0,door-open-v3,0,20,3167.355,200,gpt-6-astra,5063,34,
Chat,door-open-v3-0,door-open-v3,0,21,2697.258,200,gpt-6-astra,5428,25,
Chat,door-open-v3-0,door-open-v3,0,22,3777.537,200,gpt-6-astra,5058,35,
Chat,door-open-v3-0,door-open-v3,0,23,3343.548,200,gpt-6-astra,5429,25,
Chat,door-open-v3-0,door-open-v3,0,24,2964.829,200,gpt-6-astra,5064,35,
Chat,door-open-v3-0,door-open-v3,0,25,2737.898,200,gpt-6-astra,5438,25,
Chat,door-open-v3-0,door-open-v3,0,26,3217.764,200,gpt-6-astra,5074,36,
Chat,door-open-v3-0,door-open-v3,0,27,2507.605,200,gpt-6-astra,5442,25,
Chat,door-open-v3-0,door-open-v3,0,28,3698.61,200,gpt-6-astra,5074,38,
Chat,door-open-v3-0,door-open-v3,0,29,3350.555,200,gpt-6-astra,5445,25,
Chat,door-open-v3-0,door-open-v3,0,30,3257.252,200,gpt-6-astra,5081,31,
Chat,door-open-v3-0,door-open-v3,0,31,120002.292,,,,,ReadTimeout
Chat,door-open-v3-0,door-open-v3,0,32,4633.724,200,gpt-6-astra,5453,25,
Chat,door-open-v3-0,door-open-v3,0,33,4217.908,200,gpt-6-astra,5079,36,
Chat,door-open-v3-0,door-open-v3,0,34,4070.503,200,gpt-6-astra,5443,25,
Chat,door-open-v3-0,door-open-v3,0,35,3123.301,200,gpt-6-astra,5069,34,
Chat,door-open-v3-0,door-open-v3,0,36,2812.457,200,gpt-6-astra,5433,25,
Chat,door-open-v3-0,door-open-v3,0,37,2847.269,200,gpt-6-astra,5064,29,
Chat,door-open-v3-0,door-open-v3,0,38,3745.431,200,gpt-6-astra,5428,25,
Chat,door-open-v3-0,door-open-v3,0,39,2694.662,200,gpt-6-astra,5059,34,
Chat,door-open-v3-0,door-open-v3,0,40,3690.603,200,gpt-6-astra,5423,25,
Chat,door-open-v3-0,door-open-v3,0,41,4293.752,200,gpt-6-astra,5049,35,
Chat,door-open-v3-0,door-open-v3,0,42,3056.217,200,gpt-6-astra,5413,25,
Chat,door-open-v3-0,door-open-v3,0,43,39745.022,200,gpt-6-astra,5317,842,
Chat,door-open-v3-0,door-open-v3,0,44,2753.105,200,gpt-6-astra,5413,25,
Chat,door-open-v3-0,door-open-v3,0,45,2733.109,200,gpt-6-astra,5049,33,
Chat,door-open-v3-0,door-open-v3,0,46,2425.287,200,gpt-6-astra,5423,25,
Chat,door-open-v3-0,door-open-v3,0,47,3151.981,200,gpt-6-astra,5059,37,
Chat,door-open-v3-0,door-open-v3,0,48,2956.269,200,gpt-6-astra,5428,25,
Chat,door-open-v3-0,door-open-v3,0,49,4266.898,200,gpt-6-astra,5064,32,
Chat,door-open-v3-0,door-open-v3,0,50,2389.063,200,gpt-6-astra,1325,24,
Chat,door-open-v3-0,door-open-v3,0,51,2814.123,200,gpt-6-astra,5074,37,
Chat,door-open-v3-0,door-open-v3,0,52,2678.096,200,gpt-6-astra,5443,25,
Chat,door-open-v3-0,door-open-v3,0,53,28961.641,200,gpt-6-astra,965,401,
Chat,door-open-v3-0,door-open-v3,0,54,3023.748,200,gpt-6-astra,5079,32,
Chat,door-open-v3-0,door-open-v3,0,55,4258.488,200,gpt-6-astra,5453,25,
Chat,door-open-v3-0,door-open-v3,0,56,4014.989,200,gpt-6-astra,5079,37,
Chat,door-open-v3-0,door-open-v3,0,57,4544.378,200,gpt-6-astra,5453,25,
Chat,door-open-v3-0,door-open-v3,0,58,2996.377,200,gpt-6-astra,5084,37,
Chat,door-open-v3-0,door-open-v3,0,59,3773.316,200,gpt-6-astra,5458,25,
Chat,door-open-v3-0,door-open-v3,0,60,4191.295,200,gpt-6-astra,5084,38,
Chat,door-open-v3-0,door-open-v3,0,61,3419.448,200,gpt-6-astra,5458,25,
Chat,door-open-v3-0,door-open-v3,0,62,3154.995,200,gpt-6-astra,5089,32,
Chat,door-open-v3-0,door-open-v3,0,63,2791.744,200,gpt-6-astra,5458,25,
Chat,door-open-v3-0,door-open-v3,0,64,13935.662,200,gpt-6-astra,5084,29,
Chat,door-open-v3-0,door-open-v3,0,65,5504.531,200,gpt-6-astra,5453,25,
Chat,door-open-v3-1,door-open-v3,1,0,4331.325,200,gpt-6-astra,4916,39,
Chat,door-open-v3-1,door-open-v3,1,1,4452.8,200,gpt-6-astra,5282,25,
Chat,door-open-v3-1,door-open-v3,1,2,3029.307,200,gpt-6-astra,4953,37,
Chat,door-open-v3-1,door-open-v3,1,3,3359.225,200,gpt-6-astra,5319,25,
Chat,door-open-v3-1,door-open-v3,1,4,3093.785,200,gpt-6-astra,4990,33,
Chat,door-open-v3-1,door-open-v3,1,5,2698.004,200,gpt-6-astra,1237,24,
Chat,door-open-v3-1,door-open-v3,1,6,3605.726,200,gpt-6-astra,5022,31,
Chat,door-open-v3-1,door-open-v3,1,7,2942.709,200,gpt-6-astra,5388,25,
Chat,door-open-v3-1,door-open-v3,1,8,3407.029,200,gpt-6-astra,5059,35,
Chat,door-open-v3-1,door-open-v3,1,9,2244.678,200,gpt-6-astra,5425,25,
Chat,door-open-v3-1,door-open-v3,1,10,3065.528,200,gpt-6-astra,5059,35,
Chat,door-open-v3-1,door-open-v3,1,11,1819.769,200,gpt-6-astra,5425,25,
Chat,door-open-v3-1,door-open-v3,1,12,3391.482,200,gpt-6-astra,5059,34,
Chat,door-open-v3-1,door-open-v3,1,13,2671.562,200,gpt-6-astra,5425,25,
Chat,door-open-v3-1,door-open-v3,1,14,4794.023,200,gpt-6-astra,5064,37,
Chat,door-open-v3-1,door-open-v3,1,15,4403.625,200,gpt-6-astra,5430,25,
Chat,door-open-v3-1,door-open-v3,1,16,3884.202,200,gpt-6-astra,5064,36,
Chat,door-open-v3-1,door-open-v3,1,17,2892.454,200,gpt-6-astra,5430,25,
Chat,door-open-v3-1,door-open-v3,1,18,3469.918,200,gpt-6-astra,5064,32,
Chat,door-open-v3-1,door-open-v3,1,19,2420.955,200,gpt-6-astra,5430,25,
Chat,door-open-v3-1,door-open-v3,1,20,2748.284,200,gpt-6-astra,5059,32,
Chat,door-open-v3-1,door-open-v3,1,21,2567.529,200,gpt-6-astra,5420,25,
Chat,door-open-v3-1,door-open-v3,1,22,4350.385,200,gpt-6-astra,5054,35,
Chat,door-open-v3-1,door-open-v3,1,23,2524.901,200,gpt-6-astra,5425,25,
Chat,door-open-v3-1,door-open-v3,1,24,5356.051,200,gpt-6-astra,5054,31,
Chat,door-open-v3-1,door-open-v3,1,25,4037.711,200,gpt-6-astra,5420,25,
Chat,door-open-v3-1,door-open-v3,1,26,2868.852,200,gpt-6-astra,5054,35,
Chat,door-open-v3-1,door-open-v3,1,27,3467.375,200,gpt-6-astra,5420,25,
Chat,door-open-v3-1,door-open-v3,1,28,3128.42,200,gpt-6-astra,5059,34,
Chat,door-open-v3-1,door-open-v3,1,29,2492.101,200,gpt-6-astra,5425,25,
Chat,door-open-v3-1,door-open-v3,1,30,3038.087,200,gpt-6-astra,5064,34,
Chat,door-open-v3-1,door-open-v3,1,31,4412.617,200,gpt-6-astra,5429,25,
Chat,door-open-v3-1,door-open-v3,1,32,3215.786,200,gpt-6-astra,5064,36,
Chat,door-open-v3-1,door-open-v3,1,33,2562.675,200,gpt-6-astra,5432,25,
Chat,door-open-v3-1,door-open-v3,1,34,3274.742,200,gpt-6-astra,5069,39,
Chat,door-open-v3-1,door-open-v3,1,35,3203.543,200,gpt-6-astra,5443,25,
Chat,door-open-v3-1,door-open-v3,1,36,3143.381,200,gpt-6-astra,5074,40,
Chat,door-open-v3-1,door-open-v3,1,37,2721.987,200,gpt-6-astra,5447,25,
Chat,door-open-v3-1,door-open-v3,1,38,5085.219,200,gpt-6-astra,5078,37,
Chat,door-open-v3-1,door-open-v3,1,39,2588.551,200,gpt-6-astra,5449,25,
Chat,door-open-v3-1,door-open-v3,1,40,3343.145,200,gpt-6-astra,5074,45,
Chat,door-open-v3-1,door-open-v3,1,41,2786.406,200,gpt-6-astra,5450,25,
Chat,door-open-v3-1,door-open-v3,1,42,3064.403,200,gpt-6-astra,5075,32,
Chat,door-open-v3-1,door-open-v3,1,43,2868.237,200,gpt-6-astra,5450,25,
Chat,door-open-v3-1,door-open-v3,1,44,4906.708,200,gpt-6-astra,5070,45,
Chat,door-open-v3-1,door-open-v3,1,45,2247.208,200,gpt-6-astra,5446,25,
Chat,door-open-v3-1,door-open-v3,1,46,3292.881,200,gpt-6-astra,5335,76,
Chat,door-open-v3-1,door-open-v3,1,47,2930.843,200,gpt-6-astra,5443,25,
Chat,door-open-v3-1,door-open-v3,1,48,5343.663,200,gpt-6-astra,5072,44,
Chat,door-open-v3-1,door-open-v3,1,49,4003.709,200,gpt-6-astra,5448,25,
Chat,door-open-v3-1,door-open-v3,1,50,5200.294,200,gpt-6-astra,5072,45,
Chat,door-open-v3-1,door-open-v3,1,51,3662.332,200,gpt-6-astra,5448,25,
Chat,door-open-v3-1,door-open-v3,1,52,3370.871,200,gpt-6-astra,5073,44,
Chat,door-open-v3-1,door-open-v3,1,53,2769.204,200,gpt-6-astra,5449,25,
Chat,door-open-v3-1,door-open-v3,1,54,2917.826,200,gpt-6-astra,5073,44,
Chat,door-open-v3-1,door-open-v3,1,55,2614.63,200,gpt-6-astra,5444,25,
Chat,door-open-v3-1,door-open-v3,1,56,4175.11,200,gpt-6-astra,5068,45,
Chat,door-open-v3-1,door-open-v3,1,57,3867.914,200,gpt-6-astra,5444,25,
Chat,door-open-v3-1,door-open-v3,1,58,5299.359,200,gpt-6-astra,5068,39,
Chat,door-open-v3-1,door-open-v3,1,59,2596.434,200,gpt-6-astra,5444,25,
Chat,door-open-v3-1,door-open-v3,1,60,3387.155,200,gpt-6-astra,5068,46,
Chat,door-open-v3-1,door-open-v3,1,61,2361.391,200,gpt-6-astra,5449,25,
Chat,door-open-v3-1,door-open-v3,1,62,2748.464,200,gpt-6-astra,5073,33,
Chat,door-open-v3-1,door-open-v3,1,63,2981.369,200,gpt-6-astra,5454,25,
Chat,door-open-v3-1,door-open-v3,1,64,3459.074,200,gpt-6-astra,5083,46,
Chat,door-open-v3-1,door-open-v3,1,65,2823.798,200,gpt-6-astra,5464,25,
Chat,door-open-v3-1,door-open-v3,1,66,4276.243,200,gpt-6-astra,5088,46,
Chat,door-open-v3-1,door-open-v3,1,67,3955.854,200,gpt-6-astra,5469,25,
